"Country or Area","Year(s)","Variant","Value"
"Belarus","1975-1980","Medium","26.294"
"Belarus","1970-1975","Medium","26.15"
"Belarus","1965-1970","Medium","30.423"
"Belarus","1960-1965","Medium","43.895"
"Belarus","1955-1960","Medium","71.04"
"Belarus","1950-1955","Medium","127.46"
"Belgium","2095-2100","Medium","0.575"
"Belgium","2090-2095","Medium","0.632"
"Belgium","2085-2090","Medium","0.693"
"Belgium","2080-2085","Medium","0.76"
"Belgium","2075-2080","Medium","0.835"
"Belgium","2070-2075","Medium","0.916"
"Belgium","2065-2070","Medium","1.004"
"Belgium","2060-2065","Medium","1.104"
"Belgium","2055-2060","Medium","1.215"
"Belgium","2050-2055","Medium","1.344"
"Belgium","2045-2050","Medium","1.489"
"Belgium","2040-2045","Medium","1.663"
"Belgium","2035-2040","Medium","1.876"
"Belgium","2030-2035","Medium","2.129"
"Belgium","2025-2030","Medium","2.478"
"Belgium","2020-2025","Medium","2.925"
"Belgium","2015-2020","Medium","3.489"
"Belgium","2010-2015","Medium","4.25"
"Belgium","2005-2010","Medium","4.719"
"Belgium","2000-2005","Medium","5.297"
"Belgium","1995-2000","Medium","6.404"
"Belgium","1990-1995","Medium","9.122"
"Belgium","1985-1990","Medium","10.733"
"Belgium","1980-1985","Medium","12.871"
"Belgium","1975-1980","Medium","16.31"
"Belgium","1970-1975","Medium","21.478"
"Belgium","1965-1970","Medium","25.895"
"Belgium","1960-1965","Medium","30.811"
"Belgium","1955-1960","Medium","39.451"
"Belgium","1950-1955","Medium","51.141"
"Belize","2095-2100","Medium","4.046"
"Belize","2090-2095","Medium","4.269"
"Belize","2085-2090","Medium","4.5"
"Belize","2080-2085","Medium","4.774"
"Belize","2075-2080","Medium","5.087"
"Belize","2070-2075","Medium","5.435"
"Belize","2065-2070","Medium","5.847"
"Belize","2060-2065","Medium","6.305"
"Belize","2055-2060","Medium","6.821"
"Belize","2050-2055","Medium","7.386"
"Belize","2045-2050","Medium","8.066"
"Belize","2040-2045","Medium","8.825"
"Belize","2035-2040","Medium","9.714"
"Belize","2030-2035","Medium","10.731"
"Belize","2025-2030","Medium","11.889"
"Belize","2020-2025","Medium","13.262"
"Belize","2015-2020","Medium","14.891"
"Belize","2010-2015","Medium","17.427"
"Belize","2005-2010","Medium","20.274"
"Belize","2000-2005","Medium","23.855"
"Belize","1995-2000","Medium","27.415"
"Belize","1990-1995","Medium","36.522"
"Belize","1985-1990","Medium","43.327"
"Belize","1980-1985","Medium","50.059"
"Belize","1975-1980","Medium","64.228"
"Belize","1970-1975","Medium","76.311"
"Belize","1965-1970","Medium","88.444"
"Belize","1960-1965","Medium","103.894"
"Belize","1955-1960","Medium","118.906"
"Belize","1950-1955","Medium","135.902"
"Benin","2095-2100","Medium","22.289"
"Benin","2090-2095","Medium","23.97"
"Benin","2085-2090","Medium","25.773"
"Benin","2080-2085","Medium","27.686"
"Benin","2075-2080","Medium","29.923"
"Benin","2070-2075","Medium","32.397"
"Benin","2065-2070","Medium","35.161"
"Benin","2060-2065","Medium","38.358"
"Benin","2055-2060","Medium","41.916"
"Benin","2050-2055","Medium","45.957"
"Benin","2045-2050","Medium","50.43"
"Benin","2040-2045","Medium","55.674"
"Benin","2035-2040","Medium","61.305"
"Benin","2030-2035","Medium","67.899"
"Benin","2025-2030","Medium","75.612"
"Benin","2020-2025","Medium","84.708"
"Benin","2015-2020","Medium","95.669"
"Benin","2010-2015","Medium","105.676"
"Benin","2005-2010","Medium","117.893"
"Benin","2000-2005","Medium","135.081"
"Benin","1995-2000","Medium","152.054"
"Benin","1990-1995","Medium","168.591"
"Benin","1985-1990","Medium","189.82"
"Benin","1980-1985","Medium","208.361"
"Benin","1975-1980","Medium","228.99"
"Benin","1970-1975","Medium","254.928"
"Benin","1965-1970","Medium","275.109"
"Benin","1960-1965","Medium","296.328"
"Benin","1955-1960","Medium","322.022"
"Benin","1950-1955","Medium","347.369"
"Bermuda","2095-2100","Medium",""
"Bermuda","2090-2095","Medium",""
"Bermuda","2085-2090","Medium",""
"Bermuda","2080-2085","Medium",""
"Bermuda","2075-2080","Medium",""
"Bermuda","2070-2075","Medium",""
"Bermuda","2065-2070","Medium",""
"Bermuda","2060-2065","Medium",""
"Bermuda","2055-2060","Medium",""
"Bermuda","2050-2055","Medium",""
"Bermuda","2045-2050","Medium",""
"Bermuda","2040-2045","Medium",""
"Bermuda","2035-2040","Medium",""
"Bermuda","2030-2035","Medium",""
"Bermuda","2025-2030","Medium",""
"Bermuda","2020-2025","Medium",""
"Bermuda","2015-2020","Medium",""
"Bermuda","2010-2015","Medium",""
"Bermuda","2005-2010","Medium",""
"Bermuda","2000-2005","Medium",""
"Bermuda","1995-2000","Medium",""
"Bermuda","1990-1995","Medium",""
"Bermuda","1985-1990","Medium",""
"Bermuda","1980-1985","Medium",""
"Bermuda","1975-1980","Medium",""
"Bermuda","1970-1975","Medium",""
"Bermuda","1965-1970","Medium",""
"Bermuda","1960-1965","Medium",""
"Bermuda","1955-1960","Medium",""
"Bermuda","1950-1955","Medium",""
"Bhutan","2095-2100","Medium","7.078"
"Bhutan","2090-2095","Medium","7.478"
"Bhutan","2085-2090","Medium","7.911"
"Bhutan","2080-2085","Medium","8.392"
"Bhutan","2075-2080","Medium","8.952"
"Bhutan","2070-2075","Medium","9.541"
"Bhutan","2065-2070","Medium","10.187"
"Bhutan","2060-2065","Medium","10.919"
"Bhutan","2055-2060","Medium","11.735"
"Bhutan","2050-2055","Medium","12.628"
"Bhutan","2045-2050","Medium","13.677"
"Bhutan","2040-2045","Medium","14.911"
"Bhutan","2035-2040","Medium","16.426"
"Bhutan","2030-2035","Medium","18.349"
"Bhutan","2025-2030","Medium","20.801"
"Bhutan","2020-2025","Medium","24.159"
"Bhutan","2015-2020","Medium","29.596"
"Bhutan","2010-2015","Medium","37.326"
"Bhutan","2005-2010","Medium","50.027"
"Bhutan","2000-2005","Medium","68.602"
"Bhutan","1995-2000","Medium","100.089"
"Bhutan","1990-1995","Medium","124.793"
"Bhutan","1985-1990","Medium","153.53"
"Bhutan","1980-1985","Medium","184.249"
"Bhutan","1975-1980","Medium","219.361"
"Bhutan","1970-1975","Medium","247.16"
"Bhutan","1965-1970","Medium","280.448"
"Bhutan","1960-1965","Medium","314.482"
"Bhutan","1955-1960","Medium","339.918"
"Bhutan","1950-1955","Medium","360.443"
"Bolivia (Plurinational State of)","2095-2100","Medium","8.085"
"Bolivia (Plurinational State of)","2090-2095","Medium","8.744"
"Bolivia (Plurinational State of)","2085-2090","Medium","9.45"
"Bolivia (Plurinational State of)","2080-2085","Medium","10.252"
"Bolivia (Plurinational State of)","2075-2080","Medium","11.138"
"Bolivia (Plurinational State of)","2070-2075","Medium","12.275"
"Bolivia (Plurinational State of)","2065-2070","Medium","13.536"
"Bolivia (Plurinational State of)","2060-2065","Medium","15.022"
"Bolivia (Plurinational State of)","2055-2060","Medium","16.741"
"Bolivia (Plurinational State of)","2050-2055","Medium","18.724"
"Bolivia (Plurinational State of)","2045-2050","Medium","21.054"
"Bolivia (Plurinational State of)","2040-2045","Medium","23.795"
"Bolivia (Plurinational State of)","2035-2040","Medium","27.017"
"Bolivia (Plurinational State of)","2030-2035","Medium","30.955"
"Bolivia (Plurinational State of)","2025-2030","Medium","35.756"
"Bolivia (Plurinational State of)","2020-2025","Medium","41.815"
"Bolivia (Plurinational State of)","2015-2020","Medium","48.713"
"Bolivia (Plurinational State of)","2010-2015","Medium","54.56"
"Bolivia (Plurinational State of)","2005-2010","Medium","70.11"
"Bolivia (Plurinational State of)","2000-2005","Medium","86.202"
"Bolivia (Plurinational State of)","1995-2000","Medium","110.565"
"Bolivia (Plurinational State of)","1990-1995","Medium","139.056"
"Bolivia (Plurinational State of)","1985-1990","Medium","166.169"
"Bolivia (Plurinational State of)","1980-1985","Medium","191.775"
"Bolivia (Plurinational State of)","1975-1980","Medium","215.687"
"Bolivia (Plurinational State of)","1970-1975","Medium","237.718"
"Bolivia (Plurinational State of)","1965-1970","Medium","257.758"
"Bolivia (Plurinational State of)","1960-1965","Medium","275.757"
"Bolivia (Plurinational State of)","1955-1960","Medium","291.678"
"Bolivia (Plurinational State of)","1950-1955","Medium","305.75"
"Bonaire, Sint Eustatius and Saba","2095-2100","Medium",""
"Bonaire, Sint Eustatius and Saba","2090-2095","Medium",""
"Bonaire, Sint Eustatius and Saba","2085-2090","Medium",""
"Bonaire, Sint Eustatius and Saba","2080-2085","Medium",""
"Bonaire, Sint Eustatius and Saba","2075-2080","Medium",""
"Bonaire, Sint Eustatius and Saba","2070-2075","Medium",""
"Bonaire, Sint Eustatius and Saba","2065-2070","Medium",""
"Bonaire, Sint Eustatius and Saba","2060-2065","Medium",""
"Bonaire, Sint Eustatius and Saba","2055-2060","Medium",""
"Bonaire, Sint Eustatius and Saba","2050-2055","Medium",""
"Bonaire, Sint Eustatius and Saba","2045-2050","Medium",""
"Bonaire, Sint Eustatius and Saba","2040-2045","Medium",""
"Bonaire, Sint Eustatius and Saba","2035-2040","Medium",""
"Bonaire, Sint Eustatius and Saba","2030-2035","Medium",""
"Bonaire, Sint Eustatius and Saba","2025-2030","Medium",""
"Bonaire, Sint Eustatius and Saba","2020-2025","Medium",""
"Bonaire, Sint Eustatius and Saba","2015-2020","Medium",""
"Bonaire, Sint Eustatius and Saba","2010-2015","Medium",""
"Bonaire, Sint Eustatius and Saba","2005-2010","Medium",""
"Bonaire, Sint Eustatius and Saba","2000-2005","Medium",""
"Bonaire, Sint Eustatius and Saba","1995-2000","Medium",""
"Bonaire, Sint Eustatius and Saba","1990-1995","Medium",""
"Bonaire, Sint Eustatius and Saba","1985-1990","Medium",""
"Bonaire, Sint Eustatius and Saba","1980-1985","Medium",""
"Bonaire, Sint Eustatius and Saba","1975-1980","Medium",""
"Bonaire, Sint Eustatius and Saba","1970-1975","Medium",""
"Bonaire, Sint Eustatius and Saba","1965-1970","Medium",""
"Bonaire, Sint Eustatius and Saba","1960-1965","Medium",""
"Bonaire, Sint Eustatius and Saba","1955-1960","Medium",""
"Bonaire, Sint Eustatius and Saba","1950-1955","Medium",""
"Bosnia and Herzegovina","2095-2100","Medium","1.655"
"Bosnia and Herzegovina","2090-2095","Medium","1.742"
"Bosnia and Herzegovina","2085-2090","Medium","1.836"
"Bosnia and Herzegovina","2080-2085","Medium","1.935"
"Bosnia and Herzegovina","2075-2080","Medium","2.041"
"Bosnia and Herzegovina","2070-2075","Medium","2.164"
"Bosnia and Herzegovina","2065-2070","Medium","2.306"
"Bosnia and Herzegovina","2060-2065","Medium","2.478"
"Bosnia and Herzegovina","2055-2060","Medium","2.686"
"Bosnia and Herzegovina","2050-2055","Medium","2.937"
"Bosnia and Herzegovina","2045-2050","Medium","3.242"
"Bosnia and Herzegovina","2040-2045","Medium","3.595"
"Bosnia and Herzegovina","2035-2040","Medium","4.011"
"Bosnia and Herzegovina","2030-2035","Medium","4.499"
"Bosnia and Herzegovina","2025-2030","Medium","5.071"
"Bosnia and Herzegovina","2020-2025","Medium","5.802"
"Bosnia and Herzegovina","2015-2020","Medium","6.768"
"Bosnia and Herzegovina","2010-2015","Medium","7.788"
"Bosnia and Herzegovina","2005-2010","Medium","10.634"
"Bosnia and Herzegovina","2000-2005","Medium","11.81"
"Bosnia and Herzegovina","1995-2000","Medium","12.999"
"Bosnia and Herzegovina","1990-1995","Medium","21.508"
"Bosnia and Herzegovina","1985-1990","Medium","20.758"
"Bosnia and Herzegovina","1980-1985","Medium","29.97"
"Bosnia and Herzegovina","1975-1980","Medium","38.931"
"Bosnia and Herzegovina","1970-1975","Medium","55.369"
"Bosnia and Herzegovina","1965-1970","Medium","80.601"
"Bosnia and Herzegovina","1960-1965","Medium","107.514"
"Bosnia and Herzegovina","1955-1960","Medium","147.078"
"Bosnia and Herzegovina","1950-1955","Medium","202.967"
"Botswana","2095-2100","Medium","7.623"
"Botswana","2090-2095","Medium","8.269"
"Botswana","2085-2090","Medium","8.978"
"Botswana","2080-2085","Medium","9.779"
"Botswana","2075-2080","Medium","10.717"
"Botswana","2070-2075","Medium","11.779"
"Botswana","2065-2070","Medium","12.912"
"Botswana","2060-2065","Medium","14.252"
"Botswana","2055-2060","Medium","15.802"
"Botswana","2050-2055","Medium","17.508"
"Botswana","2045-2050","Medium","19.479"
"Botswana","2040-2045","Medium","21.63"
"Botswana","2035-2040","Medium","24.1"
"Botswana","2030-2035","Medium","26.824"
"Botswana","2025-2030","Medium","30.022"
"Botswana","2020-2025","Medium","33.739"
"Botswana","2015-2020","Medium","37.97"
"Botswana","2010-2015","Medium","45.081"
"Botswana","2005-2010","Medium","60.557"
"Botswana","2000-2005","Medium","81.937"
"Botswana","1995-2000","Medium","79.795"
"Botswana","1990-1995","Medium","59.339"
"Botswana","1985-1990","Medium","51.249"
"Botswana","1980-1985","Medium","62.399"
"Botswana","1975-1980","Medium","82.573"
"Botswana","1970-1975","Medium","107.564"
"Botswana","1965-1970","Medium","131.937"
"Botswana","1960-1965","Medium","156.098"
"Botswana","1955-1960","Medium","183.556"
"Botswana","1950-1955","Medium","216.634"
"Brazil","2095-2100","Medium","3.092"
"Brazil","2090-2095","Medium","3.297"
"Brazil","2085-2090","Medium","3.513"
"Brazil","2080-2085","Medium","3.75"
"Brazil","2075-2080","Medium","4.018"
"Brazil","2070-2075","Medium","4.312"
"Brazil","2065-2070","Medium","4.642"
"Brazil","2060-2065","Medium","5.033"
"Brazil","2055-2060","Medium","5.485"
"Brazil","2050-2055","Medium","6.041"
"Brazil","2045-2050","Medium","6.715"
"Brazil","2040-2045","Medium","7.55"
"Brazil","2035-2040","Medium","8.538"
"Brazil","2030-2035","Medium","9.71"
"Brazil","2025-2030","Medium","11.173"
"Brazil","2020-2025","Medium","12.969"
"Brazil","2015-2020","Medium","15.249"
"Brazil","2010-2015","Medium","18.412"
"Brazil","2005-2010","Medium","24.48"
"Brazil","2000-2005","Medium","34.16"
"Brazil","1995-2000","Medium","41.186"
"Brazil","1990-1995","Medium","51.038"
"Brazil","1985-1990","Medium","66.586"
"Brazil","1980-1985","Medium","86.505"
"Brazil","1975-1980","Medium","103.512"
"Brazil","1970-1975","Medium","117.963"
"Brazil","1965-1970","Medium","135.422"
"Brazil","1960-1965","Medium","154.191"
"Brazil","1955-1960","Medium","172.553"
"Brazil","1950-1955","Medium","189.877"
"British Virgin Islands","2095-2100","Medium",""
"British Virgin Islands","2090-2095","Medium",""
"British Virgin Islands","2085-2090","Medium",""
"British Virgin Islands","2080-2085","Medium",""
"British Virgin Islands","2075-2080","Medium",""
"British Virgin Islands","2070-2075","Medium",""
"British Virgin Islands","2065-2070","Medium",""
"British Virgin Islands","2060-2065","Medium",""
"British Virgin Islands","2055-2060","Medium",""
"British Virgin Islands","2050-2055","Medium",""
"British Virgin Islands","2045-2050","Medium",""
"British Virgin Islands","2040-2045","Medium",""
"British Virgin Islands","2035-2040","Medium",""
"British Virgin Islands","2030-2035","Medium",""
"British Virgin Islands","2025-2030","Medium",""
"British Virgin Islands","2020-2025","Medium",""
"British Virgin Islands","2015-2020","Medium",""
"British Virgin Islands","2010-2015","Medium",""
"British Virgin Islands","2005-2010","Medium",""
"British Virgin Islands","2000-2005","Medium",""
"British Virgin Islands","1995-2000","Medium",""
"British Virgin Islands","1990-1995","Medium",""
"British Virgin Islands","1985-1990","Medium",""
"British Virgin Islands","1980-1985","Medium",""
"British Virgin Islands","1975-1980","Medium",""
"British Virgin Islands","1970-1975","Medium",""
"British Virgin Islands","1965-1970","Medium",""
"British Virgin Islands","1960-1965","Medium",""
"British Virgin Islands","1955-1960","Medium",""
"British Virgin Islands","1950-1955","Medium",""
"Brunei Darussalam","2095-2100","Medium","3.254"
"Brunei Darussalam","2090-2095","Medium","3.384"
"Brunei Darussalam","2085-2090","Medium","3.535"
"Brunei Darussalam","2080-2085","Medium","3.711"
"Brunei Darussalam","2075-2080","Medium","3.905"
"Brunei Darussalam","2070-2075","Medium","4.131"
"Brunei Darussalam","2065-2070","Medium","4.389"
"Brunei Darussalam","2060-2065","Medium","4.679"
"Brunei Darussalam","2055-2060","Medium","4.986"
"Brunei Darussalam","2050-2055","Medium","5.343"
"Brunei Darussalam","2045-2050","Medium","5.74"
"Brunei Darussalam","2040-2045","Medium","6.185"
"Brunei Darussalam","2035-2040","Medium","6.703"
"Brunei Darussalam","2030-2035","Medium","7.305"
"Brunei Darussalam","2025-2030","Medium","8.032"
"Brunei Darussalam","2020-2025","Medium","8.891"
"Brunei Darussalam","2015-2020","Medium","10.13"
"Brunei Darussalam","2010-2015","Medium","10.545"
"Brunei Darussalam","2005-2010","Medium","11.041"
"Brunei Darussalam","2000-2005","Medium","11.704"
"Brunei Darussalam","1995-2000","Medium","12.095"
"Brunei Darussalam","1990-1995","Medium","13.13"
"Brunei Darussalam","1985-1990","Medium","13.842"
"Brunei Darussalam","1980-1985","Medium","16.923"
"Brunei Darussalam","1975-1980","Medium","29.782"
"Brunei Darussalam","1970-1975","Medium","44.888"
"Brunei Darussalam","1965-1970","Medium","60.003"
"Brunei Darussalam","1960-1965","Medium","90.204"
"Brunei Darussalam","1955-1960","Medium","145.152"
"Brunei Darussalam","1950-1955","Medium","157.316"
"Bulgaria","2095-2100","Medium","2.138"
"Bulgaria","2090-2095","Medium","2.226"
"Bulgaria","2085-2090","Medium","2.325"
"Bulgaria","2080-2085","Medium","2.438"
"Bulgaria","2075-2080","Medium","2.565"
"Bulgaria","2070-2075","Medium","2.717"
"Bulgaria","2065-2070","Medium","2.893"
"Bulgaria","2060-2065","Medium","3.095"
"Bulgaria","2055-2060","Medium","3.321"
"Bulgaria","2050-2055","Medium","3.586"
"Bulgaria","2045-2050","Medium","3.891"
"Bulgaria","2040-2045","Medium","4.251"
"Bulgaria","2035-2040","Medium","4.688"
"Bulgaria","2030-2035","Medium","5.184"
"Bulgaria","2025-2030","Medium","5.76"
"Bulgaria","2020-2025","Medium","6.447"
"Bulgaria","2015-2020","Medium","7.457"
